Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,Research & Development,8,3,Technical Degree,2,Male,4,5,Research Scientist,4,Married,16504,9,Yes,22,3,2,2,18,1,4,37,33,4,10
40,No,Non-Travel,Research & Development,23,4,Human Resources,2,Male,4,5,Research Director,1,Divorced,4719,1,No,15,3,2,3,0,2,1,0,0,9,16
32,Yes,Travel_Rarely,Sales,5,3,Medical,4,Male,1,4,Manufacturing Director,4,Single,1302,7,No,12,3,1,0,38,2,1,19,15,6,7
45,Yes,Travel_Frequently,Sales,12,2,Other,1,Female,1,2,Human Resources,3,Married,13144,9,Yes,23,3,1,2,18,3,1,27,26,2,7
51,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Male,4,2,Research Scientist,1,Single,18370,6,No,14,3,3,3,25,2,4,15,15,1,1
19,No,Travel_Rarely,Research & Development,29,4,Other,1,Female,4,4,Manufacturing Director,4,Divorced,11055,1,No,22,3,2,3,11,2,3,16,14,4,6
49,Yes,Travel_Rarely,Sales,20,4,Marketing,2,Female,4,2,Sales Executive,4,Married,5440,5,No,11,3,4,2,21,5,1,39,36,2,5
40,No,Travel_Rarely,Sales,14,3,Marketing,2,Male,3,1,Laboratory Technician,3,Married,4072,7,No,11,3,4,2,12,5,2,27,25,4,17
39,No,Travel_Rarely,Research & Development,28,2,Medical,3,Male,4,5,Manager,4,Married,14598,6,Yes,16,3,1,0,27,4,4,11,11,8,6
42,No,Travel_Frequently,Research & Development,18,5,Other,4,Male,2,1,Human Resources,3,Divorced,15287,0,No,12,3,1,1,13,4,2,26,24,10,17
39,No,Non-Travel,Research & Development,27,3,Life Sciences,4,Male,3,1,Sales Executive,2,Married,14965,4,Yes,16,4,2,3,21,5,1,29,27,9,11
39,No,Travel_Rarely,Research & Development,24,1,Human Resources,2,Male,3,1,Healthcare Representative,3,Married,10519,1,No,11,3,1,2,29,4,2,33,31,0,6
59,No,Non-Travel,Research & Development,25,1,Marketing,3,Male,1,4,Research Scientist,2,Single,14380,5,No,21,3,4,2,19,5,1,36,33,3,6
23,No,Travel_Rarely,Sales,20,3,Life Sciences,1,Male,2,1,Sales Representative,1,Married,12865,6,No,20,3,3,2,26,4,4,5,5,9,0
32,No,Travel_Rarely,Sales,4,5,Technical Degree,2,Male,1,3,Manufacturing Director,4,Married,9125,6,Yes,13,3,3,3,37,1,2,6,6,14,9
54,Yes,Travel_Rarely,Research & Development,21,1,Medical,4,Male,1,2,Healthcare Representative,3,Married,4291,2,No,24,3,2,0,33,5,2,31,28,4,9
50,No,Travel_Rarely,Research & Development,18,5,Life Sciences,4,Male,2,4,Research Director,3,Divorced,5033,6,No,19,3,3,1,38,3,1,31,29,1,11
25,No,Travel_Rarely,Research & Development,7,4,Medical,4,Female,1,3,Research Scientist,4,Married,6105,4,No,12,3,1,3,36,3,1,24,22,11,2
22,No,Travel_Rarely,Research & Development,15,3,Technical Degree,1,Male,2,3,Laboratory Technician,4,Divorced,18087,7,Yes,18,3,1,0,0,5,3,32,32,1,2
56,No,Travel_Rarely,Research & Development,21,4,Life Sciences,4,Female,2,5,Healthcare Representative,1,Single,9133,7,Yes,16,3,1,3,14,2,1,6,4,0,12
21,Yes,Travel_Rarely,Research & Development,6,1,Life Sciences,1,Female,1,5,Manufacturing Director,1,Single,17958,6,No,22,3,1,3,31,3,1,11,10,13,12
23,No,Travel_Rarely,Sales,16,5,Human Resources,1,Female,4,3,Healthcare Representative,3,Divorced,6704,5,No,16,3,2,2,7,2,3,15,13,7,5
49,Yes,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Female,1,5,Laboratory Technician,1,Divorced,8848,1,Yes,17,3,3,0,32,3,1,15,13,1,2
47,No,Travel_Rarely,Research & Development,24,1,Other,2,Male,3,2,Human Resources,2,Married,13975,5,No,15,3,4,2,17,0,1,35,31,2,14
52,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,1,2,Research Director,1,Divorced,7924,8,No,22,4,3,2,28,0,3,12,12,14,8
57,No,Travel_Frequently,Human Resources,28,4,Human Resources,3,Male,2,5,Manager,1,Married,1488,1,No,21,3,1,0,31,5,4,6,6,11,5
33,No,Travel_Rarely,Research & Development,21,2,Life Sciences,4,Male,3,1,Sales Executive,3,Divorced,8114,0,Yes,14,3,4,2,32,3,4,35,34,1,5
30,No,Travel_Rarely,Sales,16,2,Human Resources,2,Male,2,3,Manufacturing Director,2,Married,16740,4,Yes,16,3,2,2,4,1,1,8,7,3,7
59,No,Travel_Frequently,Research & Development,28,1,Marketing,4,Male,4,2,Sales Representative,1,Single,4173,5,No,18,3,1,1,17,2,1,31,30,13,10
47,No,Travel_Rarely,Research & Development,22,3,Other,1,Male,4,5,Healthcare Representative,2,Married,2667,2,Yes,14,3,1,0,9,3,3,10,10,0,15
36,No,Travel_Frequently,Research & Development,16,5,Life Sciences,2,Female,3,5,Manufacturing Director,2,Divorced,5114,7,No,15,4,4,0,35,5,3,7,3,2,8
34,No,Travel_Rarely,Research & Development,3,1,Technical Degree,3,Female,4,2,Human Resources,2,Married,4553,6,No,17,3,2,2,32,2,4,32,28,4,10
36,No,Travel_Rarely,Research & Development,17,4,Medical,1,Male,4,2,Research Director,4,Divorced,8761,1,No,16,4,4,2,22,4,2,22,19,9,15
45,No,Travel_Rarely,Research & Development,9,5,Technical Degree,4,Male,1,1,Laboratory Technician,4,Divorced,2000,6,No,23,3,2,0,39,5,1,24,24,0,5
43,Yes,Travel_Rarely,Research & Development,25,3,Other,3,Female,1,5,Manager,4,Married,16638,0,No,14,4,1,0,4,3,2,7,4,3,16
54,No,Travel_Frequently,Research & Development,3,1,Marketing,1,Female,4,5,Manufacturing Director,4,Married,18772,8,Yes,23,3,3,3,33,1,2,21,19,5,15
43,No,Travel_Rarely,Sales,20,3,Marketing,3,Male,4,4,Sales Representative,3,Married,6450,6,No,14,3,1,0,23,4,3,3,2,14,17
40,No,Non-Travel,Research & Development,29,4,Marketing,1,Female,1,1,Sales Executive,1,Married,4712,5,No,20,3,3,3,16,5,1,39,36,3,0
26,No,Travel_Rarely,Research & Development,7,1,Human Resources,2,Male,4,2,Sales Executive,4,Single,2367,1,No,14,3,3,2,30,3,1,2,0,6,17
29,No,Non-Travel,Human Resources,18,4,Technical Degree,1,Male,4,2,Manager,3,Divorced,9189,2,Yes,11,3,2,1,6,0,3,28,28,13,7
18,Yes,Travel_Rarely,Research & Development,12,5,Medical,2,Male,2,3,Sales Representative,1,Married,10013,0,Yes,15,3,4,1,16,3,2,28,27,6,9
18,No,Travel_Rarely,Sales,19,5,Medical,1,Female,4,2,Human Resources,4,Divorced,17838,9,Yes,18,3,2,3,27,0,3,33,32,5,1
51,No,Travel_Rarely,Research & Development,16,3,Human Resources,1,Male,3,5,Sales Representative,1,Married,4726,4,No,17,4,1,2,37,0,4,33,29,8,8
49,No,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,2,2,Human Resources,4,Married,5806,8,No,15,3,4,2,21,5,1,27,24,1,3
42,No,Travel_Frequently,Research & Development,27,5,Human Resources,3,Female,3,5,Human Resources,3,Married,3190,5,No,13,3,3,2,14,3,4,12,8,12,10
57,Yes,Travel_Rarely,Research & Development,24,2,Medical,3,Male,4,5,Research Director,2,Divorced,10108,4,Yes,21,3,3,0,36,3,3,14,11,9,9
18,No,Travel_Rarely,Human Resources,17,5,Medical,3,Female,1,1,Sales Representative,2,Married,13178,2,Yes,11,3,1,2,14,0,1,22,22,7,13
33,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,2,2,Laboratory Technician,1,Divorced,3875,4,No,23,3,4,0,24,2,4,25,25,7,6
56,No,Travel_Rarely,Sales,15,4,Technical Degree,1,Male,1,1,Laboratory Technician,3,Married,6592,7,No,17,4,1,3,20,4,4,3,1,10,5
22,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,Female,2,5,Healthcare Representative,2,Divorced,18824,1,Yes,23,3,1,1,37,1,2,25,22,9,15
39,No,Travel_Frequently,Research & Development,2,5,Other,2,Male,1,2,Sales Representative,4,Divorced,13592,4,No,21,4,2,3,1,3,1,39,36,13,12
46,No,Travel_Rarely,Human Resources,8,4,Technical Degree,2,Female,2,2,Sales Representative,2,Married,9927,5,Yes,13,3,1,2,26,4,4,8,7,13,11
20,No,Non-Travel,Sales,22,4,Marketing,4,Female,2,1,Sales Executive,1,Married,15437,9,No,14,3,4,2,31,4,4,4,3,10,14
29,No,Non-Travel,Sales,25,1,Marketing,1,Female,3,1,Research Director,1,Married,12530,7,No,24,3,1,3,20,2,2,31,27,3,7
43,No,Travel_Frequently,Sales,2,4,Other,3,Male,1,5,Sales Executive,3,Divorced,8010,7,No,15,3,4,0,3,4,4,19,17,5,3
33,No,Travel_Rarely,Research & Development,19,3,Medical,3,Male,3,5,Manufacturing Director,1,Married,12207,4,Yes,23,3,3,0,18,3,4,10,10,10,7
54,No,Travel_Rarely,Sales,9,5,Other,4,Male,3,2,Research Scientist,2,Married,3989,8,No,22,4,1,0,1,5,4,14,11,5,15
39,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,1,2,Healthcare Representative,2,Divorced,13040,3,Yes,18,3,4,1,25,5,2,31,27,4,15
46,No,Non-Travel,Research & Development,13,1,Other,4,Female,2,4,Manager,2,Married,10218,8,No,23,3,3,1,33,4,4,27,25,13,1
31,No,Non-Travel,Research & Development,6,4,Other,1,Male,3,4,Manufacturing Director,2,Married,7471,6,No,17,3,4,2,13,3,4,21,20,0,16
45,No,Travel_Rarely,Research & Development,15,5,Human Resources,3,Female,1,3,Manufacturing Director,3,Single,3863,5,No,19,3,3,3,14,3,1,16,14,2,4
22,No,Travel_Rarely,Research & Development,19,2,Marketing,1,Female,2,5,Sales Representative,4,Single,11693,3,No,21,3,2,3,19,0,1,25,21,6,4
47,Yes,Travel_Frequently,Research & Development,21,4,Life Sciences,2,Female,3,3,Manufacturing Director,4,Divorced,2177,1,No,13,4,1,2,33,2,2,6,6,7,11
22,Yes,Travel_Rarely,Sales,15,3,Human Resources,3,Female,3,3,Research Scientist,3,Divorced,5760,7,Yes,24,4,1,0,35,1,3,25,24,1,6
29,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Female,3,1,Manufacturing Director,1,Single,1011,5,No,21,3,3,1,18,0,1,24,23,2,4
33,No,Non-Travel,Research & Development,7,1,Other,3,Female,2,1,Sales Representative,4,Divorced,17353,2,No,20,4,2,3,8,1,2,9,9,3,3
43,Yes,Travel_Frequently,Sales,26,5,Human Resources,1,Female,3,4,Sales Executive,1,Single,12556,6,No,11,3,4,2,6,3,4,18,17,13,16
43,No,Non-Travel,Research & Development,11,2,Human Resources,4,Female,2,3,Manufacturing Director,4,Married,12563,9,Yes,11,3,2,0,29,5,4,10,6,10,5
38,No,Travel_Rarely,Human Resources,8,1,Life Sciences,1,Female,4,4,Manager,1,Single,15051,6,Yes,22,3,4,0,12,0,2,12,11,4,13
56,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,Female,3,5,Research Director,3,Divorced,12022,5,No,20,3,4,1,26,4,4,7,4,2,8
53,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Male,4,2,Research Director,2,Divorced,9234,1,Yes,23,3,1,1,34,4,4,39,37,4,3
50,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,1,1,Human Resources,1,Married,17173,7,No,24,3,3,2,12,1,3,3,0,7,10
47,No,Travel_Rarely,Research & Development,19,4,Human Resources,4,Male,3,5,Healthcare Representative,2,Married,14178,0,No,11,3,1,2,14,3,4,30,30,7,15
54,No,Travel_Frequently,Research & Development,16,3,Medical,2,Male,1,5,Research Scientist,1,Married,7570,0,No,12,3,1,0,8,5,1,27,23,13,15
40,No,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,1,Laboratory Technician,1,Married,1406,5,No,12,3,1,0,22,1,4,10,7,1,15
27,No,Travel_Rarely,Research & Development,10,3,Marketing,3,Female,1,1,Research Scientist,1,Single,10206,4,No,17,4,4,3,35,5,2,0,0,5,5
22,No,Travel_Rarely,Research & Development,12,1,Technical Degree,2,Female,4,3,Human Resources,1,Married,5431,8,No,19,3,1,0,39,2,3,37,36,3,14
53,No,Travel_Rarely,Research & Development,17,4,Marketing,1,Male,2,4,Manager,1,Married,7542,6,No,18,3,4,2,2,5,4,23,19,8,2
51,No,Travel_Rarely,Sales,7,4,Marketing,2,Female,4,5,Sales Executive,2,Married,9906,1,No,14,3,3,1,33,4,2,30,29,9,8
48,No,Travel_Rarely,Research & Development,22,1,Medical,1,Female,4,3,Laboratory Technician,1,Single,5146,6,No,12,3,4,2,18,0,1,25,24,1,0
27,No,Travel_Rarely,Research & Development,8,3,Technical Degree,2,Female,1,3,Sales Representative,2,Married,13046,2,No,13,4,4,3,27,0,4,4,1,7,10
36,No,Travel_Rarely,Sales,7,3,Other,2,Female,3,5,Sales Representative,3,Married,13611,0,No,20,4,2,3,22,0,3,19,19,0,5
49,No,Travel_Frequently,Sales,4,2,Human Resources,4,Male,2,5,Healthcare Representative,4,Divorced,14076,7,No,15,3,1,1,39,5,4,10,8,10,4
18,No,Travel_Rarely,Sales,3,2,Human Resources,4,Male,1,2,Laboratory Technician,1,Single,17524,2,No,19,3,1,2,6,4,2,32,28,5,17
22,No,Travel_Rarely,Research & Development,19,5,Life Sciences,1,Male,2,4,Sales Representative,4,Married,5882,7,No,18,3,1,3,11,5,3,37,37,10,11
21,No,Travel_Frequently,Research & Development,15,2,Human Resources,3,Male,4,5,Healthcare Representative,2,Married,15113,6,Yes,23,3,1,2,13,3,4,26,24,10,6
33,No,Travel_Rarely,Sales,4,4,Medical,4,Male,2,1,Manager,3,Single,14645,1,No,22,3,2,3,14,4,1,33,33,13,1
41,No,Non-Travel,Research & Development,25,1,Human Resources,2,Female,2,2,Laboratory Technician,3,Married,7012,0,No,24,3,2,1,2,4,3,14,10,11,6
33,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,4,Manager,3,Single,18347,6,No,13,4,2,3,14,5,1,31,28,9,8
19,No,Non-Travel,Sales,13,5,Other,4,Male,1,1,Sales Representative,4,Single,8151,0,No,19,4,2,2,23,5,2,20,17,12,7
45,No,Travel_Rarely,Sales,18,2,Medical,1,Male,2,1,Research Director,2,Divorced,4610,5,No,20,3,1,2,7,0,4,4,1,0,8
49,No,Travel_Rarely,Research & Development,21,5,Other,4,Male,2,4,Research Scientist,1,Married,10884,9,Yes,13,3,4,3,4,4,1,5,5,1,9
44,No,Travel_Rarely,Sales,16,1,Other,4,Male,4,2,Research Scientist,1,Divorced,7894,9,No,20,4,3,0,3,0,2,37,33,2,11
37,Yes,Non-Travel,Sales,1,1,Other,2,Female,4,1,Manager,2,Married,14467,7,Yes,22,3,2,1,13,3,4,21,20,8,1
41,No,Travel_Rarely,Research & Development,4,5,Medical,4,Male,2,3,Research Director,4,Married,17489,6,No,24,3,4,1,15,2,2,17,16,4,9
29,No,Travel_Rarely,Research & Development,18,5,Other,2,Female,1,4,Healthcare Representative,1,Single,10873,3,No,18,3,2,3,19,0,1,13,10,9,2
52,No,Travel_Rarely,Research & Development,8,5,Medical,4,Female,2,4,Sales Executive,2,Single,13289,0,No,11,3,1,3,23,5,2,9,9,9,0
50,No,Travel_Rarely,Research & Development,20,3,Technical Degree,4,Female,2,5,Sales Executive,1,Divorced,13208,0,Yes,14,3,1,0,5,1,3,12,11,11,16
50,No,Travel_Rarely,Human Resources,16,4,Other,3,Female,3,2,Human Resources,3,Married,11828,3,No,14,3,4,1,30,2,4,30,30,1,0
54,Yes,Non-Travel,Sales,21,2,Medical,4,Male,1,3,Manufacturing Director,1,Married,3137,4,Yes,16,3,4,0,5,3,2,29,25,9,4
29,No,Non-Travel,Sales,11,2,Medical,2,Male,3,3,Sales Executive,4,Married,2286,6,No,22,3,4,1,34,5,1,2,0,4,13
20,No,Travel_Rarely,Human Resources,20,2,Medical,2,Female,1,5,Research Director,2,Divorced,16710,3,Yes,22,3,1,3,14,2,4,29,27,4,5
18,No,Travel_Rarely,Research & Development,21,5,Life Sciences,1,Female,1,1,Research Scientist,4,Single,12371,9,Yes,12,3,1,1,28,5,3,5,2,0,8
50,No,Travel_Rarely,Research & Development,21,5,Life Sciences,1,Male,1,1,Research Scientist,2,Single,16945,0,No,17,3,3,1,2,0,4,28,26,2,13
57,No,Travel_Rarely,Sales,21,5,Other,3,Male,3,3,Sales Executive,3,Single,8052,9,No,15,4,4,1,10,5,3,7,6,4,3
27,No,Travel_Rarely,Sales,27,3,Human Resources,2,Male,3,2,Sales Executive,2,Divorced,4654,6,No,20,3,3,0,2,3,4,32,30,8,0
46,No,Travel_Frequently,Sales,19,3,Technical Degree,2,Male,3,1,Human Resources,1,Single,19743,1,No,16,3,2,0,27,1,2,16,16,9,5
30,No,Travel_Rarely,Research & Development,23,3,Human Resources,2,Female,4,4,Sales Executive,1,Single,16600,1,No,21,4,3,1,9,0,2,10,8,0,6
29,No,Travel_Rarely,Sales,19,3,Other,3,Male,3,5,Manager,3,Married,9636,7,No,24,3,2,2,32,0,1,12,11,7,5
48,No,Travel_Frequently,Research & Development,18,1,Marketing,2,Female,4,2,Sales Representative,2,Married,7441,9,No,16,3,2,0,15,3,3,10,9,0,0
19,No,Travel_Rarely,Research & Development,19,3,Marketing,1,Male,4,1,Manufacturing Director,3,Divorced,10667,9,No,24,3,3,3,9,3,1,30,27,8,7
52,No,Travel_Rarely,Sales,11,3,Technical Degree,3,Female,4,3,Healthcare Representative,1,Married,13149,9,No,24,3,4,3,32,2,2,27,26,5,11
40,No,Travel_Frequently,Sales,3,3,Technical Degree,1,Male,2,5,Manufacturing Director,4,Married,2798,4,No,22,4,2,1,35,1,3,5,5,0,10
34,Yes,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Male,2,1,Manufacturing Director,3,Divorced,10600,9,Yes,24,3,4,3,2,5,1,15,13,7,1
43,Yes,Travel_Rarely,Sales,20,2,Life Sciences,3,Female,2,3,Sales Executive,4,Single,6495,1,No,21,3,1,0,4,2,1,3,0,4,1
25,Yes,Travel_Rarely,Sales,19,2,Life Sciences,4,Male,4,1,Manager,4,Single,10900,4,Yes,16,3,2,2,11,5,1,34,33,6,1
46,No,Travel_Rarely,Sales,10,4,Marketing,4,Male,4,5,Sales Representative,2,Married,14673,7,No,20,3,1,2,12,5,1,25,23,6,7
43,Yes,Travel_Rarely,Research & Development,16,1,Technical Degree,1,Female,1,4,Sales Representative,3,Married,12130,5,Yes,22,4,3,2,23,5,1,11,8,14,6
27,No,Travel_Rarely,Research & Development,5,5,Medical,4,Female,4,4,Research Director,4,Married,16222,2,No,18,3,4,3,31,2,3,10,6,6,15
43,No,Travel_Rarely,Sales,20,3,Human Resources,2,Male,2,3,Sales Representative,4,Single,2300,7,No,20,3,3,1,15,0,1,36,33,5,8
51,Yes,Travel_Rarely,Research & Development,9,2,Marketing,3,Male,4,4,Manager,2,Married,10435,8,Yes,14,3,2,3,31,3,3,24,24,10,15
58,Yes,Travel_Frequently,Research & Development,8,1,Technical Degree,1,Male,4,5,Research Director,2,Married,5616,4,Yes,20,3,1,1,36,0,1,17,14,7,1
24,Yes,Travel_Rarely,Research & Development,11,3,Medical,2,Female,1,3,Laboratory Technician,1,Divorced,17393,1,Yes,18,4,2,2,35,1,2,18,16,8,2
21,Yes,Travel_Frequently,Sales,16,4,Technical Degree,4,Male,4,1,Human Resources,4,Divorced,11617,1,No,19,3,3,0,20,2,2,22,18,11,1
28,No,Travel_Frequently,Research & Development,7,5,Other,2,Male,3,2,Laboratory Technician,1,Single,6752,6,No,23,4,4,3,11,1,1,37,34,14,16
46,No,Travel_Frequently,Research & Development,15,3,Medical,4,Male,1,1,Manufacturing Director,4,Divorced,10852,0,Yes,23,3,4,0,20,3,4,17,14,1,11
53,No,Travel_Rarely,Human Resources,24,5,Human Resources,1,Male,4,5,Manager,1,Single,7295,9,No,14,3,2,2,20,3,2,25,25,6,10
42,Yes,Travel_Rarely,Human Resources,29,3,Other,2,Male,4,3,Research Director,2,Divorced,18456,1,No,11,4,2,1,5,4,3,5,3,14,5
38,No,Travel_Rarely,Research & Development,21,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Married,4225,9,No,13,3,1,0,8,1,1,3,0,1,9
53,Yes,Travel_Frequently,Research & Development,20,1,Marketing,1,Male,4,3,Manager,2,Married,2316,3,No,11,3,3,3,0,0,3,28,26,5,13
27,No,Travel_Rarely,Research & Development,23,5,Technical Degree,2,Male,2,4,Healthcare Representative,1,Married,13337,0,No,17,3,2,0,11,1,4,33,32,1,0
54,Yes,Travel_Frequently,Research & Development,17,5,Marketing,2,Female,3,2,Healthcare Representative,1,Single,7807,3,No,22,3,1,0,13,2,1,16,16,9,14
26,No,Travel_Rarely,Research & Development,6,1,Human Resources,4,Female,3,5,Healthcare Representative,3,Single,4683,9,Yes,11,3,2,3,5,3,2,15,15,5,5
41,No,Travel_Rarely,Sales,15,5,Technical Degree,1,Male,2,1,Human Resources,4,Married,8227,4,Yes,21,3,4,1,0,3,3,1,1,1,12
52,Yes,Travel_Rarely,Sales,8,2,Other,1,Female,4,2,Sales Representative,1,Divorced,4273,8,Yes,14,3,1,3,21,1,2,33,31,0,13
52,No,Travel_Rarely,Research & Development,7,1,Medical,1,Female,4,5,Human Resources,1,Married,1145,0,Yes,23,3,1,2,33,1,2,7,4,6,12
53,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,3,5,Human Resources,1,Single,6010,4,No,24,3,2,1,10,5,1,12,9,2,15
35,No,Travel_Frequently,Human Resources,13,3,Technical Degree,4,Male,4,4,Manager,3,Divorced,17035,1,No,11,3,3,0,2,1,3,7,5,13,0
56,No,Travel_Rarely,Research & Development,23,3,Other,3,Female,3,3,Manager,2,Single,4040,8,No,23,3,4,3,5,5,4,29,27,11,13
49,No,Travel_Rarely,Sales,29,1,Technical Degree,1,Male,3,3,Manufacturing Director,1,Divorced,10654,5,Yes,23,3,3,2,5,2,2,31,30,13,12
41,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,2,2,Research Director,3,Married,17866,1,No,12,3,1,3,19,2,1,35,31,12,9
40,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,4,Research Scientist,1,Married,18633,2,No,21,4,3,1,20,0,1,29,25,3,9
49,No,Travel_Rarely,Research & Development,5,3,Medical,3,Male,4,5,Healthcare Representative,4,Single,18014,7,No,24,3,1,2,1,1,4,0,0,12,3
54,Yes,Travel_Frequently,Research & Development,20,3,Human Resources,4,Female,4,4,Sales Executive,3,Divorced,15996,0,Yes,11,4,3,0,25,0,1,38,35,5,13
29,No,Travel_Frequently,Sales,1,2,Technical Degree,1,Female,1,4,Research Scientist,1,Single,17336,2,No,23,3,2,1,30,4,2,16,16,4,11
30,No,Travel_Frequently,Sales,29,5,Medical,3,Female,4,2,Sales Executive,3,Single,9853,9,No,15,3,3,2,25,2,1,19,16,3,5
40,No,Travel_Rarely,Sales,18,1,Life Sciences,1,Female,1,3,Manager,1,Married,12695,0,No,17,3,1,1,31,3,3,23,20,8,14
42,No,Travel_Rarely,Sales,15,2,Other,1,Male,3,4,Research Scientist,2,Divorced,3852,7,No,13,3,4,0,9,5,3,21,20,5,4
52,Yes,Travel_Frequently,Research & Development,23,2,Life Sciences,2,Female,4,4,Manufacturing Director,1,Single,17014,0,Yes,24,3,4,2,22,4,2,28,26,5,9
58,No,Travel_Rarely,Sales,10,2,Technical Degree,1,Female,2,4,Healthcare Representative,3,Married,1987,4,Yes,18,4,4,3,5,3,3,21,19,1,8
47,No,Travel_Rarely,Sales,3,2,Medical,2,Female,2,1,Sales Representative,4,Married,8622,3,No,24,3,1,3,22,4,4,8,6,5,9
34,No,Travel_Frequently,Sales,5,5,Other,3,Male,2,4,Sales Executive,4,Married,10160,6,No,15,3,3,0,27,0,1,36,32,6,11
37,No,Travel_Frequently,Research & Development,24,4,Marketing,4,Male,3,4,Healthcare Representative,4,Married,18484,4,No,15,4,4,2,29,0,2,9,7,7,3
42,No,Travel_Rarely,Research & Development,29,2,Other,2,Female,3,5,Manufacturing Director,1,Married,7652,7,No,23,3,4,0,13,5,4,35,31,14,3
39,Yes,Travel_Rarely,Sales,13,2,Other,4,Female,1,1,Sales Representative,2,Married,8421,0,Yes,15,3,4,0,36,2,1,36,36,13,12
30,No,Travel_Rarely,Research & Development,8,1,Technical Degree,3,Male,2,4,Sales Representative,1,Married,1769,4,No,18,3,2,1,31,5,4,27,23,7,13
36,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Male,1,4,Research Director,4,Single,18727,3,No,12,4,1,3,33,3,2,27,24,8,11
53,No,Travel_Rarely,Research & Development,21,5,Life Sciences,3,Female,1,2,Manufacturing Director,3,Married,15114,2,No,12,3,1,0,21,4,2,20,19,9,12
29,No,Travel_Rarely,Research & Development,29,2,Marketing,4,Male,4,2,Manufacturing Director,4,Single,5358,4,No,24,3,1,1,30,5,4,23,22,10,12
58,No,Travel_Rarely,Sales,2,4,Technical Degree,3,Male,4,1,Healthcare Representative,3,Married,12543,9,No,22,3,1,0,6,1,1,39,36,12,1
36,No,Travel_Frequently,Research & Development,9,4,Other,1,Female,2,5,Healthcare Representative,2,Married,19733,2,No,18,3,1,0,20,1,3,1,1,11,8
29,No,Travel_Frequently,Research & Development,17,4,Human Resources,3,Female,3,1,Laboratory Technician,3,Divorced,6699,7,No,19,3,2,0,15,2,3,7,6,2,9
26,No,Travel_Rarely,Research & Development,27,1,Life Sciences,1,Male,4,1,Healthcare Representative,1,Married,18625,2,No,21,3,3,3,19,5,4,26,23,9,16
24,No,Travel_Rarely,Sales,18,4,Life Sciences,2,Female,3,2,Healthcare Representative,1,Single,2125,0,No,22,3,2,2,18,3,2,21,20,14,9
45,No,Travel_Rarely,Research & Development,13,1,Medical,4,Female,1,2,Research Director,1,Single,11793,8,No,20,3,4,3,31,1,1,36,32,6,12
31,Yes,Travel_Rarely,Research & Development,1,5,Other,1,Male,1,5,Sales Representative,3,Married,7764,8,Yes,20,3,2,1,14,2,1,26,25,6,0
48,No,Travel_Rarely,Sales,12,4,Technical Degree,1,Male,1,4,Research Director,1,Married,13323,5,Yes,12,3,1,2,4,5,2,28,24,0,1
36,No,Non-Travel,Sales,20,3,Life Sciences,3,Male,1,5,Healthcare Representative,1,Married,14031,9,Yes,14,3,2,1,10,2,3,2,0,7,16
33,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,2,4,Research Scientist,1,Married,15052,0,No,18,3,1,0,14,3,1,12,11,14,12
22,No,Travel_Rarely,Research & Development,21,5,Other,1,Male,1,3,Research Director,2,Divorced,13640,7,No,12,3,2,2,28,1,4,9,8,3,16
52,Yes,Travel_Rarely,Research & Development,5,3,Other,2,Male,4,2,Human Resources,3,Divorced,8843,1,No,14,4,1,1,3,1,3,35,31,4,12
29,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Male,1,3,Research Scientist,3,Single,15210,8,Yes,20,3,4,0,35,1,4,8,7,13,16
42,No,Travel_Rarely,Research & Development,27,4,Marketing,3,Male,3,3,Sales Executive,4,Married,17456,7,No,23,3,1,1,22,0,3,26,26,5,13
38,No,Travel_Rarely,Sales,15,5,Technical Degree,1,Male,4,2,Manager,3,Single,11106,2,No,23,3,2,1,14,1,2,33,31,2,9
